t (s),V (mV)
144.035,12.9905
145.035,12.9805
146.034,12.9699
147.035,12.9601
148.034,12.9493
149.034,12.9391
150.035,12.929
151.035,12.9188
152.035,12.9079
153.035,12.8962
154.034,12.8873
155.035,12.8789
156.035,12.8665
157.034,12.8544
158.034,12.8458
159.034,12.8351
160.034,12.8238
161.035,12.8137
162.034,12.8036
163.035,12.792
164.034,12.7809
165.035,12.7712
166.034,12.7601
167.034,12.7503
168.035,12.7402
169.034,12.7284
170.034,12.7187
171.035,12.7087
172.034,12.698
173.035,12.6886
174.034,12.6776
175.034,12.6667
176.034,12.6563
177.035,12.6459
178.034,12.6348
179.034,12.6256
180.035,12.6146
181.034,12.604
182.035,12.5931
183.034,12.5827
184.034,12.5727
185.034,12.5617
186.035,12.5516
187.034,12.5409
188.035,12.5299
189.034,12.5209
190.034,12.51
191.034,12.5002
192.034,12.4893
193.035,12.4796
194.034,12.47
195.034,12.4595
196.034,12.4493
197.034,12.4396
198.035,12.4283
199.035,12.418
200.035,12.4089
201.034,12.3983
202.035,12.3882
203.035,12.3771
204.034,12.3667
205.034,12.357
206.035,12.3465
207.035,12.3361
208.034,12.3253
209.034,12.3151
210.035,12.3052
211.035,12.295
212.034,12.2846
213.035,12.274
214.035,12.264
215.034,12.2533
216.034,12.2431
217.035,12.232
218.035,12.2235
219.034,12.2136
220.035,12.202
221.034,12.1923
222.035,12.1813
223.035,12.1719
224.034,12.1608
225.034,12.1524
226.035,12.1408
227.035,12.1303
228.034,12.1197
229.034,12.1094
230.035,12.1001
231.035,12.0901
232.034,12.0797
233.035,12.07
234.034,12.0601
235.034,12.0508
236.035,12.0401
237.035,12.0303
238.034,12.0206
239.035,12.011
240.034,12.0016
241.035,11.9899
242.035,11.9811
243.034,11.9719
244.035,11.9613
245.034,11.9515
246.034,11.942
247.035,11.9317
248.034,11.9217
249.035,11.9125
250.034,11.9023
251.034,11.8921
252.034,11.8832
253.035,11.8734
254.035,11.8635
255.034,11.8546
256.035,11.8443
257.034,11.8349
258.035,11.8253
259.034,11.8155
260.035,11.8053
261.035,11.7967
262.034,11.7864
263.035,11.7763
264.035,11.7679
265.034,11.7584
266.034,11.7484
267.034,11.7388
268.034,11.7289
269.035,11.7186
270.034,11.71
271.035,11.7006
272.035,11.6912
273.034,11.6816
274.034,11.6718
275.035,11.663
276.034,11.6504
277.035,11.6436
278.034,11.6345
279.035,11.6224
280.034,11.6147
281.034,11.606
282.035,11.5964
283.034,11.587
284.035,11.5779
285.035,11.5687
286.034,11.5592
287.035,11.5498
288.035,11.5399
289.034,11.5307
290.035,11.5218
291.035,11.5118
292.034,11.5028
293.035,11.4934
294.035,11.4849
295.035,11.4748
296.034,11.4654
297.034,11.4567
298.035,11.4471
299.034,11.4382
300.034,11.4284
301.034,11.4194
302.034,11.4098
303.034,11.4
304.035,11.3917
305.035,11.3827
306.035,11.3732
307.035,11.3647
308.035,11.3558
309.034,11.3469
310.034,11.3382
311.034,11.3295
312.034,11.32
313.035,11.311
314.035,11.3021
315.035,11.2929
316.035,11.2838
317.035,11.2744
318.035,11.2656
319.035,11.2573
320.035,11.2483
321.035,11.2386
322.035,11.2298
323.034,11.2212
324.034,11.2129
325.034,11.204
326.034,11.1962
327.035,11.1866
328.035,11.1781
329.035,11.1687
330.035,11.1609
331.035,11.1531
332.035,11.1438
333.034,11.1348
334.034,11.1265
335.034,11.1171
336.035,11.1077
337.034,11.0993
338.034,11.0906
339.034,11.0803
340.034,11.0723
341.034,11.0632
342.034,11.0536
343.034,11.0455
344.034,11.036
345.035,11.0277
346.035,11.0192
347.035,11.0112
348.035,11.0014
349.035,10.9918
350.035,10.9837
351.035,10.975
352.035,10.9655
353.034,10.9562
354.034,10.9469
355.035,10.9391
356.035,10.9297
357.035,10.9218
358.034,10.9115
359.034,10.903
360.035,10.8955
361.035,10.8864
362.034,10.877
363.034,10.8676
364.034,10.8606
365.035,10.8513
366.034,10.8426
367.034,10.8338
368.035,10.826
369.035,10.818
370.034,10.8097
371.035,10.8009
372.035,10.7924
373.034,10.7845
374.034,10.7774
375.035,10.7685
376.034,10.7601
377.034,10.752
378.035,10.7433
379.035,10.7349
380.035,10.7263
381.034,10.7187
382.034,10.7095
383.034,10.7009
384.034,10.6939
385.035,10.6847
386.035,10.6765
387.034,10.6675
388.035,10.6601
389.034,10.6513
390.035,10.6427
391.035,10.6344
392.034,10.6267
393.034,10.6185
394.034,10.6102
395.034,10.6025
396.034,10.5935
397.034,10.5857
398.034,10.577
399.033,10.569
400.033,10.5611
401.034,10.5518
402.033,10.5447
403.033,10.5358
404.034,10.5274
405.034,10.5189
406.033,10.5106
407.034,10.5019
408.033,10.4948
409.033,10.4862
410.033,10.478
411.034,10.4698
412.033,10.4623
413.034,10.4534
414.034,10.4446
415.033,10.4366
416.034,10.4277
417.033,10.4211
418.033,10.4122
419.034,10.4039
420.033,10.3961
421.033,10.388
422.033,10.3798
423.034,10.3716
424.033,10.3638
425.033,10.355
426.034,10.3476
427.033,10.3398
428.034,10.3316
429.034,10.3243
430.033,10.3159
431.033,10.3088
432.034,10.2992
433.034,10.2923
434.033,10.2844
435.033,10.2759
436.034,10.2685
437.033,10.2598
438.033,10.252
439.034,10.2443
440.033,10.2357
441.033,10.2279
442.034,10.2205
443.033,10.2119
444.033,10.2042
445.034,10.1953
446.033,10.1882
447.033,10.1797
448.034,10.1714
449.034,10.1642
450.033,10.1558
451.033,10.1483
452.034,10.1406
453.033,10.1317
454.033,10.1242
455.033,10.1165
456.034,10.1087
457.033,10.1001
458.033,10.0927
459.034,10.0845
460.033,10.0762
461.033,10.0689
462.034,10.0613
463.033,10.0528
464.034,10.0454
465.033,10.0378
466.034,10.0293
467.033,10.0215
468.034,10.0151
469.033,10.0059
470.035,9.998
471.035,9.9907
472.035,9.9821
473.034,9.9743
474.035,9.9666
475.034,9.9589
476.035,9.951
477.034,9.9436
478.035,9.9352
479.035,9.9276
480.034,9.92
481.035,9.9125
482.035,9.9046
483.034,9.8965
484.035,9.8905
485.034,9.8825
486.035,9.8746
487.034,9.8665
488.035,9.8591
489.035,9.8513
490.034,9.844
491.035,9.8371
492.035,9.8293
493.034,9.8222
494.035,9.8136
495.035,9.8063
496.034,9.7986
497.035,9.7913
498.034,9.7842
499.035,9.7771
500.035,9.7697
501.035,9.7618
502.035,9.755
503.035,9.7481
504.035,9.74
505.034,9.7322
506.034,9.7245
507.035,9.7176
508.035,9.7106
