t (s),V (mV)
420.802,12.438
421.802,12.4306
422.801,12.4237
423.801,12.4167
424.802,12.412
425.802,12.405
426.801,12.3972
427.801,12.39
428.802,12.3834
429.802,12.3771
430.802,12.3709
431.801,12.3647
432.801,12.3572
433.802,12.3515
434.802,12.3442
435.802,12.3374
436.802,12.3309
437.801,12.3244
438.801,12.3169
439.801,12.3114
440.801,12.3042
441.802,12.2982
442.802,12.2917
443.801,12.2849
444.801,12.2785
445.802,12.2731
446.802,12.2671
447.801,12.2595
448.802,12.2542
449.802,12.2471
450.801,12.2405
451.802,12.2354
452.802,12.2286
453.802,12.2225
454.802,12.2153
455.801,12.2089
456.801,12.2028
457.802,12.1975
458.802,12.1916
459.802,12.1845
460.801,12.1788
461.801,12.172
462.801,12.166
463.802,12.1599
464.802,12.1537
465.801,12.1476
466.801,12.141
467.801,12.1351
468.802,12.1294
469.802,12.1231
470.802,12.1168
471.802,12.1108
472.802,12.1042
473.802,12.098
474.802,12.0923
475.802,12.0858
476.801,12.079
477.801,12.0735
478.801,12.0669
479.802,12.0607
480.802,12.0546
481.801,12.048
482.801,12.0419
483.802,12.0363
484.802,12.0287
485.802,12.0222
486.802,12.0163
487.802,12.01
488.802,12.0042
489.802,11.9973
490.802,11.9914
491.802,11.9854
492.802,11.9796
493.802,11.9726
494.802,11.9664
495.802,11.9602
496.801,11.9545
497.801,11.9484
498.802,11.9424
499.802,11.936
500.801,11.9304
501.801,11.9244
502.802,11.9172
503.802,11.9109
504.801,11.905
505.802,11.8985
506.801,11.8935
507.802,11.8862
508.802,11.8805
509.801,11.8751
510.801,11.8682
511.802,11.8625
512.801,11.8556
513.801,11.8502
514.802,11.8438
515.801,11.8381
516.802,11.8315
517.801,11.8254
518.801,11.8194
519.802,11.8135
520.802,11.8067
521.802,11.8005
522.801,11.7945
523.801,11.7878
524.801,11.7818
525.802,11.7754
526.802,11.7684
527.802,11.7616
528.801,11.7558
529.801,11.7495
530.802,11.7438
531.801,11.7371
532.802,11.7314
533.802,11.7251
534.801,11.7187
535.801,11.7127
536.802,11.707
537.802,11.7008
538.801,11.6945
539.802,11.6886
540.802,11.6822
541.801,11.6761
542.801,11.6696
543.802,11.6638
544.801,11.6575
545.801,11.6514
546.802,11.6464
547.802,11.6403
548.801,11.6337
549.802,11.6279
550.801,11.6215
551.801,11.6154
552.802,11.6095
553.802,11.6046
554.801,11.5972
555.801,11.5912
556.801,11.5861
557.802,11.5803
558.801,11.5739
559.801,11.5684
560.802,11.5628
561.802,11.5563
562.801,11.5509
563.802,11.5465
564.802,11.5386
565.802,11.5339
566.801,11.5271
567.801,11.5222
568.802,11.5167
569.801,11.5105
570.801,11.505
571.802,11.4987
572.802,11.4937
573.802,11.4872
574.801,11.4814
575.801,11.4761
576.801,11.4691
577.802,11.4639
578.802,11.4575
579.801,11.4533
580.801,11.4469
581.802,11.4404
582.801,11.4344
583.801,11.4285
584.802,11.4229
585.802,11.4166
586.801,11.4102
587.801,11.4038
588.802,11.3963
589.802,11.3916
590.802,11.3847
591.801,11.3794
592.801,11.3734
593.801,11.3673
594.802,11.361
595.802,11.3543
596.802,11.3484
597.802,11.3429
598.801,11.3375
599.801,11.3313
600.801,11.3247
601.801,11.319
602.801,11.3127
603.801,11.3074
604.802,11.2992
605.802,11.295
606.802,11.2898
607.802,11.2838
608.802,11.2778
609.802,11.2729
610.802,11.2677
611.802,11.2614
612.802,11.2567
613.802,11.2515
614.802,11.2455
615.802,11.2411
616.801,11.235
617.801,11.2295
618.801,11.2232
619.801,11.2186
620.801,11.2138
621.801,11.2024
622.801,11.1949
623.801,11.1951
624.801,11.1889
625.802,11.1847
626.801,11.1788
627.801,11.1729
628.801,11.1674
629.801,11.1617
630.801,11.1565
631.801,11.1515
632.802,11.145
633.802,11.1391
634.802,11.1334
635.802,11.128
636.801,11.1212
637.801,11.1165
638.801,11.11
639.801,11.1039
640.801,11.0984
641.801,11.0933
642.802,11.0876
643.802,11.0806
644.802,11.0759
645.802,11.0696
646.801,11.0642
647.801,11.0589
648.801,11.0533
649.801,11.0479
650.802,11.0424
651.802,11.0366
652.802,11.0313
653.802,11.0251
654.802,11.0188
655.802,11.0136
656.802,11.0079
657.802,11.0024
658.802,10.9977
659.802,10.9914
660.801,10.9858
661.801,10.9808
662.801,10.974
663.802,10.9689
664.802,10.9628
665.802,10.9581
666.801,10.9525
667.802,10.9475
668.802,10.941
669.802,10.9352
670.801,10.9294
671.802,10.9238
672.802,10.919
673.802,10.9138
674.801,10.9081
675.801,10.9025
676.801,10.8974
677.801,10.892
678.801,10.886
679.802,10.8809
680.802,10.8744
681.802,10.87
682.802,10.864
683.802,10.8594
684.802,10.853
685.801,10.8479
686.801,10.8419
687.801,10.8371
688.801,10.831
689.802,10.8246
690.802,10.8197
691.801,10.814
