t (s),V (mV)
179.145,13.3375
180.145,13.331
181.146,13.3249
182.146,13.3187
183.146,13.3118
184.146,13.3054
185.145,13.2992
186.145,13.2926
187.146,13.2861
188.145,13.2794
189.146,13.2732
190.146,13.2661
191.146,13.2607
192.146,13.2535
193.145,13.2464
194.146,13.2403
195.145,13.2341
196.145,13.228
197.146,13.2219
198.145,13.2161
199.146,13.2103
200.146,13.204
201.146,13.1991
202.145,13.1933
203.145,13.187
204.146,13.1808
205.145,13.1755
206.145,13.1689
207.146,13.163
208.145,13.1577
209.146,13.1513
210.145,13.1462
211.146,13.1397
212.145,13.1346
213.145,13.128
214.145,13.1228
215.146,13.1159
216.145,13.1108
217.146,13.1051
218.145,13.0991
219.146,13.0931
220.145,13.0856
221.146,13.08
222.145,13.0745
223.146,13.0677
224.145,13.0617
225.145,13.055
226.146,13.0487
227.145,13.0433
228.146,13.0365
229.146,13.0296
230.145,13.0232
231.146,13.0176
232.145,13.0115
233.146,13.0059
234.145,13
235.145,12.9941
236.146,12.9877
237.145,12.9833
238.145,12.977
239.146,12.9712
240.145,12.9663
241.146,12.9603
242.145,12.9545
243.146,12.9491
244.145,12.9441
245.145,12.9388
246.146,12.9319
247.145,12.927
248.145,12.921
249.146,12.9153
250.145,12.9093
251.146,12.9034
252.146,12.8983
253.146,12.8933
254.145,12.8876
255.145,12.8828
256.145,12.8769
257.146,12.8702
258.145,12.8643
259.145,12.8584
260.145,12.8517
261.146,12.8473
262.146,12.8397
263.146,12.8342
264.146,12.8288
265.145,12.8218
266.145,12.8159
267.145,12.8113
268.146,12.8048
269.146,12.7987
270.146,12.7956
271.146,12.7907
272.146,12.7833
273.145,12.7754
274.145,12.7694
275.146,12.7632
276.146,12.7572
277.146,12.7513
278.145,12.7457
279.146,12.7409
280.146,12.7353
281.146,12.7302
282.146,12.7248
283.146,12.7199
284.146,12.714
285.146,12.7092
286.145,12.7044
287.145,12.6989
288.146,12.6938
289.146,12.6874
290.146,12.6827
291.146,12.6775
292.145,12.6719
293.145,12.6671
294.145,12.6619
295.146,12.6565
296.145,12.651
297.146,12.6446
298.145,12.6379
299.146,12.6336
300.145,12.6281
301.145,12.6212
302.146,12.6168
303.146,12.6104
304.146,12.6045
305.146,12.5982
306.145,12.5928
307.145,12.5863
308.146,12.5821
309.145,12.5765
310.146,12.5698
311.145,12.5651
312.146,12.5599
313.145,12.5536
314.145,12.5477
315.146,12.543
316.145,12.5365
317.146,12.5311
318.146,12.5259
319.145,12.5195
320.146,12.5152
321.145,12.5087
322.145,12.5031
323.146,12.4979
324.145,12.4918
325.145,12.4866
326.146,12.481
327.145,12.4754
328.145,12.4707
329.146,12.4653
330.146,12.4597
331.145,12.4543
332.145,12.4488
333.146,12.4432
334.146,12.4383
335.145,12.4328
336.145,12.4269
337.145,12.4208
338.146,12.4156
339.146,12.4105
340.146,12.4049
341.145,12.3992
342.145,12.3928
343.145,12.3881
344.146,12.3834
345.146,12.3789
346.145,12.3728
347.145,12.3674
348.145,12.3611
349.146,12.3565
350.146,12.3495
351.145,12.345
352.146,12.3392
353.146,12.3337
354.146,12.3283
355.145,12.323
356.145,12.3179
357.146,12.3112
358.146,12.306
359.146,12.3018
360.146,12.2958
361.146,12.2903
362.146,12.2852
363.146,12.2808
364.146,12.2738
365.146,12.2694
366.145,12.2651
367.145,12.2601
368.145,12.2551
369.145,12.2497
370.146,12.2444
371.146,12.2395
372.145,12.2339
373.146,12.2284
374.146,12.2231
375.146,12.2192
376.145,12.2144
377.146,12.2072
378.145,12.2029
379.145,12.1977
380.146,12.1927
381.145,12.188
382.145,12.1819
383.146,12.1769
384.145,12.1724
385.145,12.1681
386.146,12.1622
387.145,12.1588
388.146,12.1522
389.145,12.1473
390.146,12.1422
391.145,12.1379
392.145,12.1322
393.146,12.1266
394.145,12.1221
395.146,12.1167
396.145,12.1113
397.146,12.1054
398.145,12.1002
399.146,12.0958
400.146,12.09
401.146,12.085
402.145,12.078
403.146,12.0733
404.146,12.0682
405.145,12.0623
406.145,12.0576
407.145,12.0526
408.145,12.0462
409.146,12.0401
410.145,12.037
411.145,12.0316
412.146,12.026
413.146,12.021
414.146,12.0157
415.146,12.0106
416.145,12.0052
417.146,12.0003
418.145,11.9952
419.145,11.989
420.145,11.9832
421.146,11.9786
422.145,11.9731
423.146,11.9684
424.146,11.9637
425.145,11.958
426.146,11.9529
427.145,11.9484
428.145,11.9441
429.146,11.9388
430.145,11.9345
431.145,11.9291
432.146,11.9249
433.145,11.9185
434.145,11.9138
435.146,11.9097
436.145,11.9039
437.146,11.8996
438.146,11.8947
439.145,11.8902
440.145,11.8855
441.146,11.8811
442.146,11.8764
443.145,11.8716
444.146,11.8665
445.146,11.8613
446.145,11.8555
447.146,11.8507
448.145,11.8452
449.145,11.8399
450.146,11.8356
451.146,11.8299
452.145,11.8247
453.146,11.8193
454.146,11.8145
455.146,11.8097
456.145,11.8042
457.145,11.7979
458.146,11.7937
459.145,11.7881
460.145,11.7827
461.146,11.7778
462.145,11.7728
463.146,11.7681
464.146,11.7637
465.145,11.7601
466.145,11.7543
467.145,11.7507
468.146,11.7439
469.145,11.7397
470.146,11.7352
471.145,11.7312
472.145,11.7263
473.146,11.7219
474.145,11.7168
475.145,11.7107
476.146,11.7055
477.145,11.7009
478.145,11.6968
479.145,11.6911
480.146,11.6861
481.146,11.6818
482.146,11.6773
483.145,11.6717
484.146,11.6667
485.146,11.6622
486.145,11.6578
487.145,11.6533
488.146,11.6482
489.145,11.6433
490.145,11.6403
491.146,11.6341
492.145,11.6311
493.145,11.6272
494.145,11.6214
495.145,11.617
496.146,11.6119
497.146,11.6059
498.146,11.6014
499.145,11.5965
500.145,11.5917
501.145,11.5866
502.145,11.5813
503.145,11.5767
504.146,11.5723
505.146,11.567
506.146,11.5619
507.145,11.557
508.145,11.5517
509.145,11.547
510.146,11.5415
511.146,11.5371
512.145,11.5319
513.145,11.5272
514.145,11.521
515.145,11.5157
516.145,11.5112
517.146,11.5065
518.146,11.5018
519.146,11.4964
520.145,11.4903
521.145,11.4868
522.145,11.4811
523.145,11.4759
524.145,11.4715
525.145,11.468
526.146,11.4622
527.145,11.4581
528.145,11.4535
529.145,11.4497
530.145,11.4452
531.145,11.441
532.145,11.437
533.145,11.4318
534.145,11.4273
535.146,11.4227
536.146,11.4184
537.146,11.4138
538.146,11.4091
539.145,11.4042
540.146,11.4
541.146,11.3959
542.145,11.3932
543.145,11.3869
544.145,11.3825
545.145,11.3783
546.145,11.3734
547.146,11.3682
548.146,11.363
549.146,11.3599
550.146,11.3537
551.146,11.3502
552.146,11.3464
553.146,11.3395
554.146,11.3355
555.145,11.3316
556.145,11.3249
557.145,11.3199
558.145,11.3155
559.145,11.3103
560.145,11.3057
561.145,11.3003
562.145,11.2967
563.145,11.2921
564.145,11.287
565.145,11.2819
566.145,11.2765
567.145,11.2722
568.145,11.2675
569.145,11.2624
570.145,11.2584
571.145,11.2538
572.145,11.2487
573.145,11.2442
574.145,11.2389
575.145,11.2337
576.145,11.2293
577.145,11.2232
578.145,11.2188
579.146,11.2133
580.146,11.2091
581.146,11.2043
582.146,11.2
583.146,11.1947
584.146,11.1904
585.145,11.1865
586.146,11.1819
587.146,11.1768
588.146,11.1726
589.146,11.1681
590.145,11.1636
591.145,11.1597
592.145,11.154
593.145,11.1507
594.145,11.146
595.145,11.1423
596.145,11.1381
597.145,11.1335
598.145,11.1299
599.145,11.1257
600.145,11.12
601.145,11.1162
602.146,11.113
603.145,11.1072
604.145,11.1026
605.145,11.0977
606.146,11.092
607.146,11.0883
608.145,11.0832
609.146,11.0784
610.146,11.0742
611.146,11.0691
612.145,11.0633
613.145,11.0598
614.146,11.0545
615.146,11.0505
616.145,11.0455
617.145,11.0413
618.146,11.0359
619.146,11.0312
620.146,11.0266
621.145,11.0219
622.146,11.0169
623.146,11.0124
624.145,11.0072
625.146,11.0026
626.146,10.9985
627.146,10.9932
628.145,10.9883
629.146,10.9836
630.145,10.9787
631.145,10.9746
632.146,10.971
633.145,10.9661
634.146,10.9618
635.145,10.9558
636.146,10.9525
637.146,10.9482
638.145,10.9441
639.146,10.9398
640.145,10.9352
641.145,10.9304
642.146,10.9259
643.145,10.9217
644.145,10.9177
645.146,10.9138
646.145,10.9099
647.146,10.9055
648.145,10.9009
649.146,10.8967
650.146,10.8925
651.145,10.8875
652.146,10.8824
653.145,10.8781
654.146,10.8741
655.145,10.8694
656.146,10.8653
657.145,10.8605
658.145,10.8561
659.145,10.8519
660.146,10.8482
661.145,10.8428
662.145,10.839
663.146,10.834
664.145,10.83
665.145,10.8251
666.146,10.8211
667.146,10.8162
668.145,10.812
669.146,10.8088
670.145,10.8027
671.145,10.7987
672.146,10.7952
673.145,10.7896
674.145,10.7857
675.145,10.7816
676.145,10.7773
677.145,10.7735
678.145,10.7682
679.145,10.7635
680.145,10.7602
681.145,10.7561
682.145,10.7512
683.145,10.7465
684.145,10.7418
685.145,10.7385
686.146,10.735
687.145,10.7294
688.145,10.7269
689.145,10.7214
690.145,10.7166
691.145,10.7126
692.145,10.709
693.145,10.7053
694.145,10.6997
695.145,10.6966
696.145,10.6925
697.145,10.6891
698.146,10.6839
699.145,10.6805
700.145,10.6769
701.146,10.6726
702.145,10.6684
703.145,10.6639
704.145,10.6596
705.146,10.6562
706.145,10.6511
707.145,10.6481
708.146,10.6438
709.146,10.639
710.145,10.6358
711.145,10.6321
712.145,10.6281
713.145,10.624
714.145,10.6205
715.145,10.6167
716.145,10.6123
717.145,10.608
718.145,10.6029
719.144,10.5977
720.144,10.594
721.144,10.5889
722.144,10.5845
723.144,10.5782
724.145,10.5762
725.145,10.5714
726.145,10.5665
727.145,10.5632
728.144,10.5568
729.144,10.5532
730.145,10.548
731.145,10.5428
732.144,10.5396
733.144,10.5347
734.144,10.5308
735.144,10.5267
736.144,10.5228
737.144,10.5182
738.144,10.5145
739.144,10.5099
740.145,10.5059
741.145,10.5028
742.144,10.498
743.144,10.4935
744.144,10.4899
745.144,10.4857
746.144,10.482
747.145,10.4773
748.145,10.4735
749.145,10.4687
750.145,10.4648
751.145,10.4606
752.144,10.4569
753.145,10.4513
754.144,10.4486
755.144,10.4448
756.145,10.4399
757.144,10.4366
758.144,10.4326
759.145,10.4272
760.144,10.4241
761.145,10.4196
762.144,10.4159
